Названия;Описание товара;в наличие товара;Ссылка на товар
Ноутбук Acer Extensa EX215-52-34U4 Intel Core i3-1005G1 4GB DDR4 128GB SSD FHD DOS Black;41310 сом;"Ноутбук Acer Extensa EX215-52-34U4 Intel Core i3-1005G1 4GB DDR4 128GB SSD FHD DOS BlackОперационная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 4 Гб; накопитель SSD 128 Гб; вес от 1.9 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-extensa-ex215-52-34u4-intel-core-i3-1005g1-4gb-ddr4-128gb-ssd-fhd-dos-black
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 12GB DDR4 1000GB HDD + 512GB SSD FHD DOS Black;51850 сом;"Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 12GB DDR4 1000GB HDD + 512GB SSD FHD DOS BlackОперационная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 12 Гб; накопитель HDD 1000 Гб + SSD 512 Гб; DVDRW нет; вес...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-extensa-ex215-52-intel-core-i3-1005g1-12gb-ddr4-1000gb-hdd-512gb-ssd-fhd-dos-black
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 12GB DDR4 512GB SSD NVIDIA MX230 DOS Black;55490 сом;"Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 12GB DDR4 512GB SSD NVIDIA MX230 DOS BlackОперационная система DOS; 2х-ядерный процессор 2.1 ГГц; видеоадаптер дискретный; экран 15.6"" TN 1366x768; объем оперативной памяти 12 Гб; накопитель SSD 512 Гб; DVDRW нет; вес от 1.9 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-aspire-a315-55g-intel-core-i3-10110u-12gb-ddr4-512gb-ssd-nvidia-mx230-dos-black
Ноутбук Asus X515MA Intel Pentium N5030 4GB DDR4 512GB SSD DOS Grey;36950 сом;"Ноутбук Asus X515MA Intel Pentium N5030 4GB DDR4 512GB SSD DOS GreyОперационная система DOS; 4х-ядерный процессор 1.1 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель SSD 512 Гб; вес от 1.8 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x515ma-intel-pentium-n5030-4gb-ddr4-512gb-ssd-dos-grey
Ноутбук Asus X509J Intel Core i3-1005G1 20GB DDR4 1000GB HDD Intel HD Graphics 620 FHD DOS Transparent Silver;46880 сом;"Ноутбук Asus X509J Intel Core i3-1005G1 20GB DDR4 1000GB HDD Intel HD Graphics 620 FHD DOS Transparent SilverТип: ноутбук; Операционная система: DOS; ,Процессор: Intel Core i3-1005G1; Разрешение экрана: 1920 x 1080 Full HD; Графический контроллер: Intel Graphics Gen10; Объем оперативной памяти: 20 GB DDR4; Объем накопителя HDD: 1000 GB; Вес: от 1.8 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x509j-intel-core-i3-1005g1-20gb-ddr4-1000gb-hdd-intel-hd-graphics-620-fhd-dos-transparent-silver
Ноутбук MSI GF75 Thin Intel Core i7-10750H 16GB DDR 512GB SSD Nvidia RTX3060 6GB FHD DOS черный;158220 сом;"Ноутбук MSI GF75 Thin Intel Core i7-10750H 16GB DDR 512GB SSD Nvidia RTX3060 6GB FHD DOS черныйТип: ноутбук; Операционная система: DOS; Процессор: Intel Core i7-10750H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia RTX 3060; Объем оперативной памяти: 16 Gb DDR; Объем накопителя SSD: 512 Gb; Вес: от 2.2 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-msi-gf75-thin-intel-core-i7-10750h-16gb-ddr-512gb-ssd-nvidia-rtx3060-6gb-fhd-dos-chernyy
Ноутбук HP Probook 450 G7 Intel Core i3-10110U 4GB DDR4 256GB SSD FHD DOS BL серебристый;59660 сом;"Ноутбук HP Probook 450 G7 Intel Core i3-10110U 4GB DDR4 256GB SSD FHD DOS BL серебристыйОперационная система DOS; 2х-ядерный процессор 2.1 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" IPS 1920x1080; объем оперативной памяти 4 Гб; накопитель SSD 256 Гб; подсветка клавиатуры; вес от 2 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-hp-probook-450-g7-intel-core-i3-10110u-4gb-ddr4-256gb-ssd-fhd-dos-bl-serebristyy
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 512GB SSD Nvidia Geforce MX230 2GB HD черный;53320 сом;"Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 512GB SSD Nvidia Geforce MX230 2GB HD черныйТип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя SSD: 512 GB; Вес: от 1.9 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-aspire-a315-55g-intel-core-i3-10110u-8gb-ddr4-512gb-ssd-nvidia-geforce-mx230-2gb-hd-chernyy
Ноутбук Acer Extensa EX215-52-37SE Intel Core i3-1005G1 4GB DDR4 500GB HDD FHD DOS Black;41220 сом;"Ноутбук Acer Extensa EX215-52-37SE Intel Core i3-1005G1 4GB DDR4 500GB HDD FHD DOS BlackОперационная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 4 Гб; накопитель HDD 500 Гб; вес от 1.9 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-extensa-ex215-52-37se-intel-core-i3-1005g1-4gb-ddr4-500gb-hdd-fhd-dos-black
Ноутбук Acer Aspire A315-57G Intel Core i7-1065G7 8GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS Black;78320 сом;"Ноутбук Acer Aspire A315-57G Intel Core i7-1065G7 8GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS BlackОперационная система DOS; 4х-ядерный процессор 1.3 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1920х1080; объем оперативной памяти 8 Гб; накопитель HDD 1000 Гб; DVDRW нет; вес от 1.9 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-aspire-a315-57g-intel-core-i7-1065g7-8gb-ddr4-1000gb-hdd-nvidia-mx330-fhd-dos-black
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 4GB DDR4 512GB SSD NVIDIA MX230 DOS Black;51140 сом;"Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 4GB DDR4 512GB SSD NVIDIA MX230 DOS BlackОперационная система DOS; 2х-ядерный процессор 2.1 ГГц; видеоадаптер дискретный; экран 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель SSD 512 Гб; DVDRW нет; вес от 1.9 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-aspire-a315-55g-intel-core-i3-10110u-4gb-ddr4-512gb-ssd-nvidia-mx230-dos-black
Ноутбук Asus X515MA Intel Pentium N5030 8GB DDR4 512GB SSD DOS Grey;39130 сом;"Ноутбук Asus X515MA Intel Pentium N5030 8GB DDR4 512GB SSD DOS GreyОперационная система DOS; 4х-ядерный процессор 1.1 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель SSD 512 Гб; вес от 1.8 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x515ma-intel-pentium-n5030-8gb-ddr4-512gb-ssd-dos-grey
Ноутбук Asus X509J Intel Core i3-1005G1 4GB DDR4 1000GB HDD + 128GB SSD Intel HD Graphics 620 FHD DOS Transparent Silver;44880 сом;"Ноутбук Asus X509J Intel Core i3-1005G1 4GB DDR4 1000GB HDD + 128GB SSD Intel HD Graphics 620 FHD DOS Transparent SilverТип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-1005G1; Разрешение экрана: 1920 x 1080 Full HD; Графический контроллер: Intel Graphics 620; Объем оперативной памяти: 4 GB DDR4; Объем накопителя HDD: 1000 GB; Объем накопителя SSD: 128 GB; Вес:...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x509j-intel-core-i3-1005g1-4gb-ddr4-1000gb-hdd-128gb-ssd-intel-hd-graphics-620-fhd-dos-transparent-silver
Ноутбук HP Probook 450 G7 Intel Core i3-10110U 8GB DDR4 256GB SSD FHD DOS BL серебристый;61830 сом;"Ноутбук HP Probook 450 G7 Intel Core i3-10110U 8GB DDR4 256GB SSD FHD DOS BL серебристыйОперационная система DOS; 2х-ядерный процессор 2.1 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" IPS 1920x1080; объем оперативной памяти 8 Гб; накопитель SSD 256 Гб; подсветка клавиатуры; вес от 2 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-hp-probook-450-g7-intel-core-i3-10110u-8gb-ddr4-256gb-ssd-fhd-dos-bl-serebristyy
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 500GB HDD Nvidia Geforce MX230 2GB HD черный;49230 сом;"Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 500GB HDD Nvidia Geforce MX230 2GB HD черныйТип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя HDD: 500 GB; Вес: от 1.9 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-aspire-a315-55g-intel-core-i3-10110u-8gb-ddr4-500gb-hdd-nvidia-geforce-mx230-2gb-hd-chernyy
Ноутбук Acer Aspire A315-57G Intel Core i7-1065G7 12GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS Black;80050 сом;"Ноутбук Acer Aspire A315-57G Intel Core i7-1065G7 12GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS BlackОперационная система DOS; 4х-ядерный процессор 1.3 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1920х1080; объем оперативной памяти 12 Гб; накопитель HDD 1000 Гб; DVDRW нет; вес от 1.9 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-aspire-a315-57g-intel-core-i7-1065g7-12gb-ddr4-1000gb-hdd-nvidia-mx330-fhd-dos-black
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 4GB DDR4 500GB HDD + 128GB SSD NVIDIA MX230 DOS Black;50450 сом;"Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 4GB DDR4 500GB HDD + 128GB SSD NVIDIA MX230 DOS BlackОперационная система DOS; 2х-ядерный процессор 2.1 ГГц; видеоадаптер дискретный; экран 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель HDD 500 Гб + SSD 128 Гб; DVDRW нет; вес от...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-aspire-a315-55g-intel-core-i3-10110u-4gb-ddr4-500gb-hdd-128gb-ssd-nvidia-mx230-dos-black
Ноутбук Asus X515MA Intel Pentium N5030 4GB DDR4 500GB HDD + 128GB SSD DOS Grey;36790 сом;"Ноутбук Asus X515MA Intel Pentium N5030 4GB DDR4 500GB HDD + 128GB SSD DOS GreyОперационная система DOS; 4х-ядерный процессор 1.1 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель HDD 500 Гб + SSD 128 Гб; вес от 1.8...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x515ma-intel-pentium-n5030-4gb-ddr4-500gb-hdd-128gb-ssd-dos-grey
Ноутбук Asus X509J Intel Core i3-1005G1 8GB DDR4 1000GB HDD + 128GB SSD Intel HD Graphics 620 FHD DOS Transparent Silver;47060 сом;"Ноутбук Asus X509J Intel Core i3-1005G1 8GB DDR4 1000GB HDD + 128GB SSD Intel HD Graphics 620 FHD DOS Transparent SilverТип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-1005G1; Разрешение экрана: 1920 x 1080 Full HD; Графический контроллер: Intel Graphics 620; Объем оперативной памяти: 8 GB DDR4; Объем накопителя HDD: 1000 GB; Объем накопителя SSD: 128 GB; Вес:...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x509j-intel-core-i3-1005g1-8gb-ddr4-1000gb-hdd-128gb-ssd-intel-hd-graphics-620-fhd-dos-transparent-silver
Ноутбук HP Probook 450 G7 Intel Core i3-10110U 12GB DDR4 256GB SSD FHD DOS BL серебристый;64000 сом;"Ноутбук HP Probook 450 G7 Intel Core i3-10110U 12GB DDR4 256GB SSD FHD DOS BL серебристыйОперационная система DOS; 2х-ядерный процессор 2.1 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" IPS 1920x1080; объем оперативной памяти 12 Гб; накопитель SSD 256 Гб; подсветка клавиатуры; вес от 2 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-hp-probook-450-g7-intel-core-i3-10110u-12gb-ddr4-256gb-ssd-fhd-dos-bl-serebristyy
Ноутбук Acer Aspire A315-57G Intel Core i7-1065G7 8GB DDR4 128GB SSD NVIDIA MX330 FHD DOS Black;78320 сом;"Ноутбук Acer Aspire A315-57G Intel Core i7-1065G7 8GB DDR4 128GB SSD NVIDIA MX330 FHD DOS BlackОперационная система DOS; 4х-ядерный процессор 1.3 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1920х1080; объем оперативной памяти 8 Гб; накопитель SSD 128 Гб; DVDRW нет; вес от 1.9 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-aspire-a315-57g-intel-core-i7-1065g7-8gb-ddr4-128gb-ssd-nvidia-mx330-fhd-dos-black
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 500GB HDD + 128GB SSD NVIDIA MX230 DOS Black;52450 сом;"Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 500GB HDD + 128GB SSD NVIDIA MX230 DOS BlackОперационная система DOS; 2х-ядерный процессор 2.1 ГГц; видеоадаптер дискретный; экран 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель HDD 500 Гб + SSD 128 Гб; DVDRW нет; вес от...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-aspire-a315-55g-intel-core-i3-10110u-8gb-ddr4-500gb-hdd-128gb-ssd-nvidia-mx230-dos-black
